id,review,rating,label,review_length,word_count
91559545608,Chất liệu:vải Màu sắc:xanh Thiết kế:hơi kén đồ phối  shop giao chậm trễ đáng lẽ 8/3 tặng mà 9/3 mới nhận dc trong khi đặt từ 00:37 3/3.  Nếu shop không thể giao đúng hẹn vì đơn gia tăng tại sao con livestream để bán hàng thêm sự chậm trễ đã ảnh hưởng đến trải nghiệm của kh.,1,negative,274,58
79472283437,Luôn tin tưởng hết mk vào shop này. Từ lúc bé 6thg đổi sang sữa này trv lắm các mom ạ. Kp cứ sữa đắt tiền là tốt đâu. Qtrong hợp với bé nhà mk,5,positive,142,35
15480849484,"đóng gói rất ẩu, ko có 1 màng bọc nào quấn lại hết, để trong 1 cái thùng giấy v thôi đó",1,negative,87,22
11514789007,Bao bì/Mẫu mã:bao bì rách tùm lum chỗ. Chất lượng sản phẩm:ok Độ tuổi sử dụng:bé 3t  Các lần trước thùng sữa về tau rất đẹp. Nay về nhận hàng lột ra móp méo rách tùm lum.,3,negative,170,37
87293357089,"Hạt phấn nhỏ, có nhũ, mỏng. Nhưng phần đóng gói hơi kh ổn lắm, chưa mở hộp phấn phấn đã bị vãi ra ngoài nhiều rồi. Bông mút bị sờn 1 chút. Mình chưa sd, sẽ bổ sung feed back sau",3,negative,177,41
11303246137,"Đóng gói ẩu hộp sữa bị méo, hộp giấy rách tả tơi. Đặt mẫu mới giao hàng mẫu cũ",2,negative,78,19
68869907138,"Đã giao , chưa dùng, hònh ảnh chi mang tinh chât là minh hoạ...",5,positive,63,14
71506237085,Mượn thơm nhu thấy vẫn bị rụng tóc nha . Gội cảm thấy nhanh bết tóc lắm như dk cái thơm lâu rất ổn . Về rụng tóc thì k thấy ổn lm thôi,5,negative,134,34
12987640273,"Chất lượng sản phẩm:tốt Độ tuổi sử dụng:6-12 tháng Bao bì/Mẫu mã:đúng  Đã mua 1 lần, thấy ổn nên đặt tiếp nhưng đợt này mua bị móp lon khá nặng, shop nên đóng gói kỹ hơn nữa, do cần gấp nên không có thời gian đồi",3,negative,212,46
80554534508,"lâu trôi, bền, khô nhanh nên phải dàn nền nhanh tay, che phủ tốt",5,positive,64,14
65484138148,"Sản phẩm chất lượng tốt, đóng gói cẩn thận. Thời gian giao hàng nhanh chóng, không phải chờ đợi quá lâu.",5,positive,104,21
36901607959,"Giao đúng hàng, sài tốt nhưng mà để banner trên sản phẩm vẫn có hàng tặng mà trong khi đó hết tgian tặng r. Làm ăn v mà đc hả. Trừ 2 sao vì tội marketing như v",3,negative,159,38
84095404870,Làm sạch:ok lam sach da kha tot Dịu nhẹ:minh dung thay rat ok Hương thơm:diu nhe va de chiu  Nen mua,5,positive,100,21
23874813092,"Đóng gói sơ sài, sữa bên trong thì bị bục vỡ chảy ướt cả thùng và các gói sữa khác, bốc mùi và có cả bọ Hoàn hàng lại thì không đành nên mình vẫn nhận nhưng không hài lòng chút nào Mình mua nhiều hãng khác họ đều bọc chống sóc kỹ càng ở đây có 1 lớp mỏng k đảm bảo",2,negative,264,63
11635298875,"Để là có quà tặng, lúc like cũng nói là sẽ có quà, mà tới khi nhận thì kh có gì hết, nt hỏi thì toàn tin nhắn cài sẵn trl, lần đầu mua mà đã thấy kh hai lòng về dịch vụ rồi",1,negative,172,44
72925891196,"đóng hàng hời hợt quá , móp méo",3,negative,31,8
78717930297,"Hộp đóng gói không kỹ, vừa mở ra đã ko thấy nút tìm thì bị bung ra ngoài",2,negative,72,18
70226017863,"em lỡ đặt đơn và đã hủy liền sau đó chưa đầy 1 tiếng, vì có linh cảm sài không hiệu quả trên da mặt mình và đã xem được nhiều feedback không ổn, và dành tiền đó để em mua sản phẩm khác( cùng hãng loreal ) , thế mà hãng nớ lòng nào không hủy đơn cho em được vậy ạ shop? đúnh như dự đoán em xài nó mọc thêm 2 cục mụn viêm và da mặt chẳng thay đổi dù chỉ 1 chút.",1,negative,359,87
20265791807,Chất lượng sản phẩm:ok Đúng với mô tả:chuẩn,5,positive,43,8
91316797562,Hàng nhìn cũng ổn mà bị lỗi ngay cái nút nhìn mất thẩm mĩ cũng lỗi nhỏ nhưng thái độ của shop ko rep ko xử lí mua quà mà bị vậy chịu,1,negative,132,33
80612071056,Ghi tặng quà mà lại kg tặng. Treo đầu dê bán thịt chó.,1,negative,54,13
69947232444,Kinh nghiệm sử dụng:khong co Hương thơm:khong co Lợi ích:khong  Mua hàng có quà tặng trong giỏ hàng luôn mà đóng gói hàng giao thì không có quà tặng,1,negative,148,29
13498590798,"Giao hàng nhanh nhưng 1 điểm cho shipper. Bực ko thể tả, cả đêm bế con sốt trắng đêm. Trưa dỗ mãi mới ngủ đang thiu thiu thì đúng 1h30 chiều ship gọi xuống nhận hàng. Muốn chửi luôn, xong lại cả chiều bế con quấy khóc. Ức ko thể tả được",3,negative,236,52
71492644976,đẹp xuất sắc sẽ quay lại mua tuyệt vời giao hàng nhanh gọn nhẹ oke,5,positive,66,15
91069475218,"Shop giao hàng nhanh, đóng gói cẩn thận, săn sale mega live giá hợp lý",5,positive,70,15
12241274633,Mình đọc không kỹ nên tưởng chai lẻ dung tích lớn hơn chai ở combo. Bọc hàng ko kỹ. Hộp bóp méo kinh khủng,3,negative,106,24
81829764683,"Bao bì:dep, sach  shop nhiệt tình , chu đáo, săn trong live nên được nhiều quà",5,positive,78,16
32620445102,Kinh nghiệm sử dụng:dùng khi tóc còn hơi ẩm  Lần đầu sử dụng chưa biết hiệu quả như thế nào. Bao bì thiết kế đẹp. Shop gói hàng cẩn thận. Mua để tặng nên cũng không biết có ok ko,3,positive,178,40
45110529651,"Bao bì/Mẫu mã:ok Hương vị:ok  Giao hàng siêu nhanh đóng gói sản phẩm cẩn thận ,đã mua nhiều lần cho gia đình nên trãi nghiệm nha mọi người",5,positive,138,28
57854569510,"Mẹo:ko bt Lợi ích:ko kiểm soát dầu ,mùi thơm nhma k dịu Bao bì:như hình  lòng bàn tay sau khi bôi và ra mồ hôi thì trơn lắm ,bôi lên đợi khô thì như bôi keo lên vậy , rít và không hề thoải mái , bôi khô xog còn bị bợn trắng , chà là ra hết mà còn ra nhiều nữa chứ , đi chơi ngoài đường mà ra như da chết í ngại vô cùng , còn chất thì thơm và lỏng nhẹ rất ok nhưng dùng thì ngược lại , dùng nhiều sản phẩm của vassaline r nhưng đây là lần đầu tiên bị vậy rất thất vọng luôn ,bây giờ tuýt còn nhiều lắm nhma cũng k muốn dùng í",2,negative,524,125
16212669215,"Chất lượng sản phẩm:tot Đối tượng sử dụng:trẻ em Mùi hương:nhẹ nhàng  Mua  luc sale giá tốt nhưng mà đóng gói để chai nằm ngang 1 chai bị xì bung hư nắp, mình nhận hàng mở ra nhớt xà bông tùm lum , mong là shop sẽ đóng gói cẩn thận hơn",3,negative,235,52
36161889463,"Khi đặt thấy note mua 1 tặng 2 ( tặng 1 lọ nhỏ và 1 túi nhỏ kem dưỡng), khi nhận thì chỉ có chai dầu gội mà k thấy hàng tặng đâu , khi hỏi thì shop bảo chưa thực hiện đúng thao tác để nhận quà, mà trong khi đó lúc đặt hàng có thấy thao tác gì hiện ra để thực hiện nhận quà đâu, có mỗi thêm sp vào giỏ hàng và chọn mua rồi thanh toán, chả hiện thao tác gì là phải ấn ntn hay ấn vào đâu để nhận quà, hình ảnh thì ghi rõ mua 1 tặng 2. Làm ăn kiểu bố láo lừa gạt ng khác vậy là k tốt",1,negative,479,119
89564271012,chưa test kĩ độ kiềm dầu nên k bàn tới nhưng hộp phấn lúc giao đến rất rất dơ phấn tràn lên cả bề mặt đọng lại không phủi hết được lem nhem tứ phía nói chung là dơ điểm cộng hộp phấn sang dc tặng cây kẻ chân mài,3,negative,211,50
87720241006,Làm sạch:ổn Hương thơm:thơm nhẹ Phù hợp với mọi loại da:ok  Sản phẩm phù hợp với mọi đối tượng sử dụng. Mùi thơm nhẹ dễ chịu,5,positive,124,26
53370584016,Làm đẹp:hay lắm hãy phát triển tốt hơn công ty của bạn sao này sẽ là 1 thương hiệu nổi tiếng,5,positive,92,21
82776717517,"Mua 2 đơn bên shop, mua riêng nhưng tự nhiên gom đóng chung thành 1 đơn hàng, lúc trả lại về đóng lại đầy đủ tách riêng đúng quy trình shop đi khiếu nại hàng ko phải hàng của shop. Khiếu nại mà ko hề có hình ảnh mà mình đóng hàng, mình có hình ảnh trả hàng mà lại đòi quay video Vậy lúc khui hàng trả về shop ko quay lại video để gửi bằng chứng cho mình xem hay sao??  Tự nhiên mất 650k ảo thật :)))  Shop mall làm ăn kì thật",1,negative,425,96
36902584041,"Hương thơm:mùi hương liệu nồng quá  Mình bị kích ứng da ở những chỗ da mỏng, da đổ nhiều dầu và k thấy nâng tông như quảng cáo. Cộng thêm cái mùi thật sự nồng nữa, k mua lại",2,negative,173,39
16578920922,Sữa có vị rất lạ.ko thơm phí tiền,1,negative,33,8
79377438750,"Lợi ích:nhanh trôi Bao bì:đẹp  Màu đẹp dễ dùng mỗi tội nhanh trô,i lộ rõ vân môi",3,negative,80,17
10590956811,"Mùi hương:e nồng say Dành cho da:da nám Công dụng:Da nám  Mua lần 3 roài đó, sốp giao hàng cực nhanh nha và đúng mẫu nữa, luôn luôn có hàng tặng kèm rát là okela nha mn",5,positive,168,37
75440065712,"túi refil có thật sự 200ml k đây ạ ? nó bị vơi rất nhiều, nhắn tin shop thì k trả lời hộp mới thì nó phải đầy như ảnh t3 chứ ạ ????",1,negative,131,34
15365759766,"đóng gói quá tệ, sữa móp đổ hết ra không bao giờ mua lại đồ uống cho con trẻ mà lại móp méo như vậy thì làm sao đảm bảo an toàn",1,negative,127,32
24071430740,"Dành cho da:mọi loại da Mùi hương:dễ chịu Công dụng:làm sáng da, mờ thâm nám  Bao bì đóng gói cẩn thận. Shop giao trễ 2 ngày. Đã xài rồi rất đúng với công dụng. Shop có quà tặng cảm ơn shop.",3,positive,190,41
30926128835,Mùi hương:dịu nhẹ Đối tượng sử dụng:trẻ em Chất lượng sản phẩm:ổn  Giao hàng nhanh đóng gói cẩn thận nhận hàng ưng ý,5,positive,116,23
15390996352,Giao thiếu hàng khuyến mại. Nhắn tin giải quyết không ai hỗ trợ,1,negative,63,13
84178226590,"Lợi ích:khong co loi ich gi het Kinh nghiệm sử dụng:sai duoc mot thoi gian, không sài thêm bất cứ thứ gì lên mặt hết, do đang bị mụn ẩn, mà sài xong srm này mặt liền bùng mụn lên, lúc đầu vài ngày sài có lên mụn nhưng chỉ nghỉ là do đào thải mụn k để ý nhm nó lại lên nổi rất nhiều, khuyên thật ai định mua vì nghe review thì đừng nên mua!!  KHÔNG NÊN MUA SẢN PHẨM NẾU KHÔNG MUỐN BỊ LÊN THÊM MỤN!!!",1,negative,398,90
38829158492,Bao bì:rửa sữa mặt Hương thơm:Hương thơm nhẹ Mẹo:rửa sữa mặt da khô  Chai này Sài thứ n hợp da khô như mik nhất mùa nắng nóng,5,positive,125,27
77421718195,Khi bán hàng có ghi km nước tẩy trang mà khi nhận ko có,1,negative,55,14
10763098781,Đã mua lần thứ hai. Sản phẩm ngon. Tiện dụng. Shop đóng gói và giao hàng nhanh chóng,5,positive,84,18
84394760617,đã nhận được hàng giao đủ đúng số lượng đúng với mô tả giao hàng nhanh shipper nhiệt tình sẽ ủng hộ lần sau,5,positive,107,24
11439924810,"Chất liệu:cotton mat Đúng với mô tả:yes Màu sắc:3 màu  Mình cao 1m65 nặng 68kh mặc size XL thấy ôm vừa vặn nhé. Muốn rộng rãi thoải mái mua xxl nè, vải đẹp mát mà sale giá ok la",5,positive,177,39
90554271567,"Mềm mịn:tôi thấy miếng bọt rửa mặt rất mềm, làm sạch da êm, không gây rát hay xước da Làm sạch:sau khi dùng thấy da sạch hơn rất nhiều, lỗ chân lông khô thoáng Tạo bọt:tạo bọt nhanh, nhiều  Sản phẩm tốt",5,positive,202,42
67974199119,"Hương thơm:thom, luu huong 4-5 ngay  Thơm và dễ chịu, phù hơp với tóc nhuộm, khô, không bị gàu và phai màu tóc, mượt phục hồi tóc tốt",5,positive,133,28
53674741220,Đã nhận đc hàng . Đóng gói vỡ tùm lum mùi thối chẳng nhẽ lại k nhận,3,negative,67,17
33553542320,Bao bì:bao bif ddepj Kinh nghiệm sử dụng:lafnh tisnh Hương thơm:khoong cos muif  simple thì quá là dịu nhẹ rồi mà dùng cũng ưng ý săn đc giá rẻ nên càng ưng,5,positive,156,32
13314334456,Lần thứ 2 mua hàng bị móp. Đóng gói quá tệ. Nhắn cskh nhưng chẳng giúp ích được gì,1,negative,82,19
32798092957,"để tặng kèm quà mà mua không thấy tặng đâu hết, làm ăn gian dối",1,negative,63,15
61591001385,"Tặng cái thang dễ thương, nhưng giao hàng quá lâu, nhiều quá tặng xinh hấp dẫn",2,negative,78,16
77077766668,Shop giao hàng nhanh son màu khá tươi đánh mềm môi k biết độ lì thế nào,5,positive,71,17
80404606957,Nhận đơn hàng bóc ra bị móp 1 lon. Mấy lần trước cũng mua nhiều toàn móp 1 -2 /lon không muốn nói đâu nhưng lần này lại móp. Không lẽ lại trả lại sao không biết do shop giao lon móp hay do vận chuyển nhưng mua trong đêm hôm sau đã nhận rồi giao nhanh nhưng bị móp.,2,negative,264,60
84529326805,"Bao bì:cung duoc Mẹo:dung de cao rau Kinh nghiệm sử dụng:nhanh gon, nhung k thay sac cho lam  Hình thức đẹp ko biết có bền k",5,positive,124,26
12339939038,"Hương thơm:nhẹ  Chất lượng thì không cần bàn cãi rồi, quá tốt, tôi đã mua đến chai thứ 3 rồi",5,positive,92,20
77434772169,Chất lượng sản phẩm:okkk Tính năng nổi bật:ok  Sản phẩm OK giao hàng nhanh màu sắc đẹp giá rẻ shiper thân thiện 😘😘😘😘😘😘😘,5,positive,119,23
83241724274,"Mẹo:k co Kinh nghiệm sử dụng:k co Bao bì:dep  Giao hàng nhanh, săn sale giá hời, mịn đẹp, được tặng thêm kem lót dưỡng",5,positive,118,24
14949830563,Mua hàng mấy lần rồi lần thì móp sữa Đặt số 3 lại giao số 2,1,negative,59,16
81017530995,"Hành tím đắp êm da lắm, cải thiện da đang khô ửng đỏ",5,positive,52,13
90549250975,làm ăn kiểu thèm tiền sắp chết. ác ôn. người ta vừa đặt đã huỷ đặt lại đơn mới vì quên áp mã giảm giá. vậy mà vẫn giao cả 2 đơn. tao mà đặt 2 thùng thì tao mua combo 500k nhé. có ngu hay ko hiểu tiếng người ko. tốn thêm mớ tiền vô duyên cay ko chịu nổi. tụi bây ko nhìn thấy  2 đơn i như nhau có 1 đơn yêu cầu huỷ giao cùng 1 địa chỉ hả. có đuôi thì cũng thấy mờ mờ. rất ít khi chưởi ai nhưng cái chuyện như vậy ko chưởi thì tức.,1,negative,429,104
18083249676,"Đúng với mô tả:dung Chất lượng sản phẩm:dung  Xin lỗi shop vì mua cho người thân nên k có ảnh và video mong shop thông cảm, cường lực dễ dán nhé mọi người",5,positive,154,33
17039544607,Công dụng:cao rau Mùi hương:khong  Máy xịn nha; test thử lông tay mà láng o; đj tới đâu râu rụng tới đó; còn đi kèm chổi với dây xạc nữa 10 điểm; hình ảnh chỉ mang tính chất nhận xu cảm ơn quý vị,5,positive,195,44
81016516805,"đã mua rất nhiều lần, dùng mượt tóc nhất trong các loại ủ, mùi thơm",5,positive,67,15
76006602409,"Mình check sản phẩm này là thật hàng real luôn, còn được tặng quà nữa, mình có sử dụng một chai thấy nó rất dịu nhẹ phù hợp cho da dầu đây là lần thứ hai mình mua sữa rửa mặt thành phần lành tính dịu nhẹ không gây khô da dùng rất là ok luôn mình dùng sữa rửa mặt của hãng khác nhưng không ăn thua giờ mình lại chuyển về dùng e srm carave này . Mn nên mua thử để trải nghiệm nha",5,positive,377,87
10987373876,Trong mô tả có hàng tặng kèm nhưng khi nhận hàng thì không có :((,3,negative,65,15
31087250120,"Gói hàng rất cẩn thận có bao chống xóc và để trong hộp giấy nhưng hộp giấy ko hề móp méo gì nhưng hộp sữa lại bị móp, chứng tỏ shop giao hộp móp đi chứ ko phải do vận chuyển, shop nên xem lại vấn đề kiểm tra hàng trước khi giao đến tay người tiêu dùng",3,negative,251,58
71793312156,Shop giao cho mình tuýp kem bẩn hết mặt trước và mặt sau mặc dù mình đã rửa nhưng không thể sạch,2,negative,96,22
80948560260,mình đã dùng 2 loại màu hồng với màu vàng thấy t mùi thơm giống hệt nhau. chất kem khác nhau thôi. nhưng dùng gần 3 tuần r mà k thấy da khác đi,3,negative,143,34
79776438735,"Hãng này mình mua cho ck dùng nhiều rồi nên ko có vấn đề gì cả, giá cả cũng ok sau khi ap mgg, thanks shop",5,positive,106,26
11927911531,"Công dụng:hỗ trợ  bảo 1 tặng 1 duy nhất 28.6 mà nhận được có một hộp, shop lừa đảo. tôi sẽ không bao giờ mua bất cứ thứ gì. đồ lừa đảo",1,negative,134,32
60858424691,Hàng đăng lên thì có tặng quà đến lúc mua về thì mỗi cái chai serum,1,negative,67,16
32787174700,"Mình chưa từng bị vấn đề gì khi sp mỹ phẩm của Loreal trước đây, nghĩ hàng chính hãng nên tin tưởng sử dụng, trước đó sài dòng KCN invisible màu đỏ rất ok, nay thấy dòng này mới ra mua thử tại thấy quảng cáo nhiều ưu điểm quá, lần đầu tiên sài, mặt ngứa nóng đỏ bừng bừng, mình cũng ráng đợi xem sau 5 phút có bớt ko, nhưng ko mặt nó đỏ ngứa hết mặt luôn, sợ quá mình phải tẩy trang và rửa mặt, sau 1 tiếng da mới dịu lại. Rồi h lỡ mở nắp sài rồi, có cho trả hàng được không.",1,negative,475,109
12731229403,Thùng giao hàng không bị móp nhưng lon sữa bên trong lại bị móp và bị tróc giấy ở nắp hộp,1,negative,89,21
16161120194,"Lợi ích:ddepj da Hương thơm:khoong Bao bì:ddepj  Giao hàng nhanh. Hàng giao đúng chủng loại. Có khuyến mại. Đặt được đúng lúc sale lên được giá mềm. Mua của shop mấy lần rồi, dungf rất thích Sẽ đánh giá chất lượng sau. Nhưng thục sự lên mua",5,positive,240,47
72582998052,"Mùi hương:thom Độ lưu hương:chưa biết  Mùi kiểu thơm ngọt ngọt như kẹo á, có tí mùi rượu vs sữa. Nhưng khuyết điểm là nồng cồn lắm nha từ mini size cho tới full size :))). shop nói tặng 3 chai ngẫu nhiên khác mùi để về trải nghiệm thích thì đặt full size , xong về khui ra 3 chai malibu y nhau :((bùn ghê k trải nghiệm đc nhìu mùi",3,negative,330,72
73563188058,Gói hàng nhìn cx hơi thảm nha  Sợ đi xa va đập nó bể hàng í  Giao hàng nhanh Simple mình dùng qua chai t5 rồi  Nên mua thử nhé,5,positive,126,30
12257596866,"Shop làm ăn lươn lẹo, chương trình khuyến mại tặng quà 8-10.8 , mình mua hàng ngày 8.8, bấm mua thấy giỏ hàng không hiển thị quà. vì k biết quà tặng shoppe có hiển thị không nên đã cẩn thận ib hỏi shop có đc nhận quà không thì tin nhắn tự động của shop là được tặng 5 lọ 100ml. Mình đặt hàng và khi hàng đang vận chuyển đến khách 2 ngày rồi shop mới trả lời là không được nhận quà, có quà phải hiển thị trong giỏ. Trong khi mình mua ở những shop khác k hiển thị quà vẫn được nhận. Nếu hết quà sẽ hiển thị phần quà đã hết.  K phải tiếc mà là cảm giác bị lừa.",1,negative,557,126
87735674462,"Độ mềm:mềm va khong bi xo bong Xơ bông:kh  Bông tẩy trang của hãng thì nổi tiếng rồi. Dùng tốt nha mọi người, không tốn quá nhiều nước tẩy trang",5,positive,144,30
85759432275,"Tôi mua hàng với tâm thế hứng khởi và nhận hàng bới món hàng đầy thất vọng vì hàng đã vỡ và sữa chảy tùm lùm, tôi kiểm tra thì có 2 bịch đã bể, tôi yêu cầu đền 2 bịch sữa vì không có thời gian hoàn hàng và tôi rất nhiều lần và có lẻ shop không có thiện chí đền và trải qua xử lý của rất nhiều nhân viên hổ trợ khách hàng (Thư, Duy, Dương) nhưng họ không đền chỉ có 2 bịch sữa. Thật thất vọng về một thương hiệu sữa có tiếng như vậy. Tôi sẽ không mua hàng của thương hiệu Sữa Dutch Lady này nữa.",1,negative,494,114
16674690223,"Mùi hương:hoa hồng Dành cho tóc:mọi loại tóc Công dụng:dưỡng tóc, làm bóng mượt  Giao hàng nhanh, đóng gói ko được kĩ càng, ko có bọc chống sốc nhưng may mà hàng ko bị vỡ",5,positive,170,35
41374585388,"Mình thấy mùi hơi nồng và bôi bị vón cục, chất lỏng nhưng không dễ thấm lắm, đc cái rẻ thui 🥹",3,negative,93,22
12855589572,"Đồ đẹp dùng ổn, tiện dụng, phù hợp với giá tiền đảm bảo cách sử dụng",5,positive,68,16
53670302329,"Kinh nghiệm sử dụng:thoa body Làm đẹp:seeding cho nhiều vào , nếu có âm sao âm sao luôn nhé, dùng thì vón cục, tưởng người bẩn b nhiều ghét , nhiều như da chết , mẹ tổ sư dùng như cc, ngứa, nổi mẩn",1,negative,197,44
81604183089,"Lợi ích:tệ  Bảo mua 1 tặng 1, đến lúc giao chẳng có, hỏi thì bảo bấm này bấm kia mới có, không hướng dẫn mua hàng. Giải quyết vấn đề không tốt.",1,negative,143,32
86977545644,"Độ thơm thì k có rồi, rửa ít bọt dịu nhẹ, da mụn hay nhờn thì dùng loại này đỡ bị kích ứng, mn ạ",5,positive,96,25
44337962056,"Giao hàng nhanh, đóng gói cẩn thận, hạn sd xa, đã mua nhiều lần, sẽ quay lại ủng hộ shop tiếp.nên mua các bạn nhé",5,positive,113,25
88372697924,"Chất lượng:kém, nghi vấn trộn hàng fake Màu sắc:lên màu kém điên, như son pha vs nước, đánh lộ vân môi, không bám môi  Mùi chán, ncl các bác không nên mua! Hoặc mình đen dính phải hàng fake",1,negative,189,39
76692739913,Bao bì:đẹp 👏🏿👏🏿👏🏿👏🏿👏🏿 Lợi ích:giảm mụn thâm viêm sưng bọc Kinh nghiệm sử dụng:chưa sdung  Loại này tốt mình ch Sài nên ch biết,5,positive,126,24
54991898082,"Sản phẩm chất lượng tốt, sẽ mua lại lần hai, sản phẩm chất lượng tốt giá hợp lí, săn được hành giá rẻ",5,positive,101,23
61485394134,Công dụng:trắng da Phù hợp với loại da:ko bt Mùi hương:thơm  Tui mua sản phẩm của shop này là nhiều lắm luôn r đó trời mà lại còn giao hàng nhanh nx,5,positive,148,32
11515654144,"Sản phẩm gia nhanh, giá cả khá phù hợp nếu áp dụng voucher và hy vọng shop sẽ có nhiều mã voucher",3,positive,97,22
81678704975,"Đóng gói k cẩn thận, mua 2 combo nước giặt cho bé, giao đến nơi chống xốc đã bị vỡ, 1 túi bị chảy nước giặt dính ra những túi khác và dính ra cả thùng.",2,negative,151,36
39560580413,"Đối tượng sử dụng:trer em , ng lớn Mùi hương:không thơm lắm Chất lượng sản phẩm:cũng binh thuòng thôi  Gội đầu bằng dầu gội này nhanh ngứa , bọt ít, dễ lên gàu không hợp cho ng lớn lắm",4,negative,184,39
33128150673,Hương thơm:Dễ chịu Làm đẹp:Giảm rụng tóc  Giao hàng nhanh nhưng đóng gói ở không có chống sốc nên chai bị móp cả một góc,3,negative,120,25
11958355265,"Dành cho da:moi loai da Công dụng:duong da Mùi hương:nhe  shop giao hang nhanh, dong goi chac chắn, sản phẩm khá ổn, bao bì đẹp, lam dep da",5,positive,139,28
13547742547,Đợt này shoppe để cho đứa nào đóng gói cẩu thả móp hết hộp sữa bung cã nắp ra ngoài . Hên là bị có 1 một hộp nên mình nhận luôn . Tháng nào cũng đóng hụi 3tr cho shop mà để đứa nhân viên nào đóng gói kiểu đó à . Cho nó qua khâu giữ xe đi 🫡,3,negative,239,61
58810724809,Giao nhanh đúng mẫu đóng gói kỉ lắm mới đặt đây mà đã giao rồi cô gái hà lan đã dùng nhiều rồi,5,positive,94,23
72201284285,"Bao bì:chắc chắn Làm đẹp:rửa mặt hàng ngày  Mình mua tặng sinh nhật bạn, đã được nghe nói rất nhiều về hãng, nổi bật nhất là sự lành tính của sản phẩm",5,positive,150,32
31366105366,Độ lưu hương:lâu phết Mùi hương:hơi sến  Không thích lắm nhưng mà shop ổn. Cân nhắc trc khi mua,3,negative,95,19
91069505301,Bao bì:hư hết ông hỏi shop bảo trả hàng đi  Hãng sữa lớn mà tl thiếu EQ,1,negative,71,17
43342755719,"Bao bì/Mẫu mã:nhân viên shopee đóng gói rất tệ  Sữa bột mà đóng gói như này! Dán có đúng 1 lớp băng keo cho cả cái thùng sữa to như này! Bộ nhân viên shopee thiếu cái băng dính lắm à, làm thì ẩu, lòi lể hết sữa của khách ra, như này mà sữa ko bị móp hay bục mới lạ Làm ăn bố láo! Nên để cho nhãn hàng sữa tự đóng gói đi, shopee đóng gói quá tệ!!!",1,negative,346,81
89567684167,Không biết sản phẩm có hiểu quả không. Nhưng giao hàng không đủ. Nói có tặng kèm quà là kem ủ. Mà không thấy đâu. Chán,1,negative,118,26
16916844201,date có gì có 3 tháng vậy dỡn mặt hả,1,negative,36,10
16237037058,"Sữa uống ngon, giao hàng nhanh và đóng gói cẩn thận",5,positive,51,11
82757421181,Hàng đóng gói không cẩn thận. Túi sữa bị rách chảy ra ướt hết thùng carton như hình tôi gửi.,2,negative,92,20
80407744945,Đẹp lắm đánh giá cho ae biết,5,positive,28,7
55317903620,Đóng gói cẩn thận giao hàng nhanh shipper thân thiện lắm 🥰🥰🥰🥰🥰 🥰,5,positive,64,13
11997833408,Mua tại live để đc tặng đoàn tày xe lửa. Lúc nhận hàng ko có nhắn tin cho shop ko đc phản hồi,1,negative,93,23
38214802469,Kinh nghiệm sử dụng:ff Mẹo:dd Hương thơm:44r  Shop đóng gói sản phẩm tốt giaoo hàng nhanh sản phẩm giá rẻ sử dụng tốt tặng shop 5* ạ.,5,positive,133,27
43544914227,"Bí da, trượt trên da chứ ko thấm, nặng mặt rất khó chịu, vón cục trên da nhất là vùng nếp gấp mặt siêu bóng dầu, bị kích ứng sau 1 lần bôi",1,negative,138,33
90562196569,"Sản phẩm lên màu không đẹp, nhanh trôi, khô môi, sản phẩm được seeding lố, nói chung không nên mua",1,negative,98,20
65422520969,Mở gói hàng ra thì thấy keo nêm phong chai đã tách ra.,3,negative,54,13
12976043724,"Mùi hương:ko có mùi Công dụng:chống nắng Dành cho da:dầu  Chất kem mềm mịn dạng sữa, sau khi thoa kem chống nắng lên mặt cảm giác không bết dính nhanh thoáng, kiềm dầu tốt khi thoa 2 lần, giao hàng khá nhanh, tóm lại ai lần đầu sử dụng kcn thì chọn em này nhé💖",5,positive,260,55
68620778564,đóng gói quá cẩu thả hộp bị bóc trc r mới giao khi nhận đc hàng thất vọng thật sự ý là chưa đụng tới bên trong nhưng thấy sản phẩm bị bóc ra trc như thế này thật sự ko hài lòng với nhãn hàng này tí nào  không mua trang chính của shop chắc mình tưởng hàng fake lun í,1,negative,265,62
91549444492,Thiếu phụ kiện nhắn tin không trả lời,1,negative,37,8
91028469022,Độ mềm:oki Xơ bông:oki  Chất lượng sản phẩm tuyệt vời đóng gói cẩn thận shipper thân thiện,5,positive,90,17
11160809082,"Hương thơm:nhẹ Kinh nghiệm sử dụng:thấm nhanh Mẹo:v  đóng gói cẩn thận, giao hàng nhanh, sản phẩm tốt, dưỡng da ổn",5,positive,114,21
11016336088,"Đúng với mô tả:đúng Chất liệu:vải Màu sắc:3 màu  Rất đẹp, xứng đáng đồng tiền. Hàng giống ảnh. Shop uy tín, sẽ tiếp tục ủng hộ shop vào dịp nào đó trong tương lai",5,positive,162,34
15728491898,Hình ảnh mang tính chất minh hoạ nhận xu..giao đúng hàng đúng sản phẩm nhưng hay bị móp méo do vận chuyển..đề nghị shop kêu vận chuyển nhẹ tay,5,negative,142,29
81906372471,Độ tuổi sử dụng:2 tuoi Chất lượng sản phẩm:tot Bao bì/Mẫu mã:dc  Mua hangf nhiều lần rồi mà lần này   Trên đơn có quà mà nhận hầng lại không có gì,1,negative,146,31
81817288737,Hương thơm:thơm  thơm mùi dịu nhẹ nhiều bọt,5,positive,43,8
